IDText;Text;new_text;Tokeniz;dibakukan;stemmed;pre_stem;Kelas_SVM;manual;Kelas_RF;Kelas_SVM_SMOTE_Minority;Kelas_SOMTERF;Kelas_SVM_SMOTE2;Kelas_Voting_Hard;Kelas_Stacking;Kelas_PCAVoting_Hard;Kelas_PCA_Stacking;Kelas_Stacking2;Kelas_Stacking3
TXT0708;"Ada hal yang janggal dari post ini:
1. Post nya berbau counter opini yg skrg lagi rame di Papua
2. Ini akun pemerintah ya sattt kok bisa bisanya dipake buat nyebokin capres
3. Prabowo nya mana anjirrrr [RE setyoaji831]";janggal post post nya berbau counter opini skrg rame akun pemerintah ya sattt bisanya dipake nyebokin nya anjirrrr;['janggal', 'post', 'post', 'nya', 'berbau', 'counter', 'opini', 'skrg', 'rame', 'akun', 'pemerintah', 'ya', 'sattt', 'bisanya', 'dipake', 'nyebokin', 'nya', 'anjirrrr'];['janggal', 'post', 'post', 'nya', 'berbau', 'counter', 'opini', 'sekarang', 'rame', 'akun', 'pemerintah', 'ya', 'sattt', 'bisanya', 'dipakai', 'nyebokin', 'nya', 'anjir'];['janggal', 'post', 'post', 'nya', 'bau', 'counter', 'opini', 'sekarang', 'rame', 'akun', 'perintah', 'ya', 'sattt', 'bisa', 'pakai', 'nyebokin', 'nya', 'anjir'];janggal post post nya bau counter opini sekarang rame akun perintah ya sattt bisa pakai nyebokin nya anjir;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Pertahanan dan Keamanan;Politik;Sosial Budaya
TXT0709;Hajatan demokrasi indonesia bulan depan, karena demokrasi itu penting, bro! Ayo, kita pastikan kepentingan demokrasi dengan memilih Ganjar Pranowo. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/LgaxpFclt6;hajatan demokrasi indonesia demokrasi bro ayo pastikan kepentingan demokrasi memilih jnk;['hajatan', 'demokrasi', 'indonesia', 'demokrasi', 'bro', 'ayo', 'pastikan', 'kepentingan', 'demokrasi', 'memilih', 'jnk'];['hajatan', 'demokrasi', 'indonesia', 'demokrasi', 'bro', 'ayo', 'pastikan', 'kepentingan', 'demokrasi', 'memilih', 'jnk'];['hajat', 'demokrasi', 'indonesia', 'demokrasi', 'bro', 'ayo', 'pasti', 'penting', 'demokrasi', 'pilih', 'jnk'];hajat demokrasi indonesia demokrasi bro ayo pasti penting demokrasi pilih jnk;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0710;"Insentif pajak dari Ganjar-Mahfud akan memicu lahirnya lebih banyak startup berkualitas. @usersky__ Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/Sz3kgEOIqR";insentif pajak memicu startup berkualitas usersky happy new year;['insentif', 'pajak', 'memicu', 'startup', 'berkualitas', 'usersky', 'happy', 'new', 'year'];['insentif', 'pajak', 'memicu', 'startup', 'berkualitas', 'usersky', 'happy', 'new', 'year'];['insentif', 'pajak', 'picu', 'startup', 'kualitas', 'usersky', 'happy', 'new', 'year'];insentif pajak picu startup kualitas usersky happy new year;Ekonomi;Politik;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Sosial Budaya;Sosial Budaya;Politik;Ekonomi
TXT0711;"Seseorang yang lupa usia berkata : ""Kalo korupsinya kecilÃ‚Â²an, gak apaÃ‚Â²""

Maka dibiarkanlah pungutan liar di sekolah, upeti polisi di jalan, pelicin di kantor pemerintah dan segala macam pungutan yang memotong hak orangÃ‚Â² kecil yang Prabowo tak pernah merasakannya.. https://t.co/t8wttOBbT7 [RE YRadianto]";lupa usia kalo korupsinya kecilan apamaka pungutan liar upeti polisi jalan pelicin kantor pemerintah pungutan memotong hak orang merasakannya;['lupa', 'usia', 'kalo', 'korupsinya', 'kecilan', 'apamaka', 'pungutan', 'liar', 'upeti', 'polisi', 'jalan', 'pelicin', 'kantor', 'pemerintah', 'pungutan', 'memotong', 'hak', 'orang', 'merasakannya'];['lupa', 'usia', 'kalo', 'korupsinya', 'kecilan', 'apamaka', 'pungutan', 'liar', 'upeti', 'polisi', 'jalan', 'pelicin', 'kantor', 'pemerintah', 'pungutan', 'memotong', 'hak', 'orang', 'merasakannya'];['lupa', 'usia', 'kalo', 'korupsi', 'kecil', 'apamaka', 'pungut', 'liar', 'upeti', 'polisi', 'jalan', 'licin', 'kantor', 'perintah', 'pungut', 'potong', 'hak', 'orang', 'rasa'];lupa usia kalo korupsi kecil apamaka pungut liar upeti polisi jalan licin kantor perintah pungut potong hak orang rasa;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0712;"Perubahan frontal dr segala penjuru nusantara untuk ANIES AMIN 1. Siap melampiaskan pd sebagian besar petinggi negara dgn pembiarannya pelanggaran pemilu bahkan melawan &amp; melengserkan rezim perampas REMPANG, WADAS

https://t.co/Ll3iAsCvEZ";perubahan frontal dr penjuru nusantara anies amin melampiaskan pd petinggi negara dgn pembiarannya pelanggaran pemilu melawan amp melengserkan rezim perampas rempang wadas;['perubahan', 'frontal', 'dr', 'penjuru', 'nusantara', 'anies', 'amin', 'melampiaskan', 'pd', 'petinggi', 'negara', 'dgn', 'pembiarannya', 'pelanggaran', 'pemilu', 'melawan', 'amp', 'melengserkan', 'rezim', 'perampas', 'rempang', 'wadas'];['perubahan', 'frontal', 'dari', 'penjuru', 'nusantara', 'anies', 'amin', 'melampiaskan', 'pada', 'petinggi', 'negara', 'dengan', 'pembiarannya', 'pelanggaran', 'pemilu', 'melawan', 'amp', 'melengserkan', 'rezim', 'perampas', 'rempang', 'wadas'];['ubah', 'frontal', 'dari', 'penjuru', 'nusantara', 'anies', 'amin', 'lampias', 'pada', 'petinggi', 'negara', 'dengan', 'biar', 'langgar', 'milu', 'lawan', 'amp', 'lengser', 'rezim', 'ampas', 'rempang', 'wadas'];ubah frontal dari penjuru nusantara anies amin lampias pada petinggi negara dengan biar langgar milu lawan amp lengser rezim ampas rempang wadas;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0713;"Menyoal etika itu bukan serangan personal. Dalam jabatan publik, itu bagian dari integritas.

Ketika situ serang luas tanah yang dikuasai Prabowo (2019), itu juga bukan personal. Tapi bagian dari isu konflik kepentingan antara jabatan dan akses bisnis.

Makanya jangan nepotis. https://t.co/14DyV9drCw [RE Dandhy_Laksono]";menyoal etika serangan personal jabatan publik integritasketika situ serang luas tanah dikuasai personal isu konflik kepentingan jabatan akses bisnismakanya nepotis;['menyoal', 'etika', 'serangan', 'personal', 'jabatan', 'publik', 'integritasketika', 'situ', 'serang', 'luas', 'tanah', 'dikuasai', 'personal', 'isu', 'konflik', 'kepentingan', 'jabatan', 'akses', 'bisnismakanya', 'nepotis'];['menyoal', 'etika', 'serangan', 'personal', 'jabatan', 'publik', 'integritasketika', 'situ', 'serang', 'luas', 'tanah', 'dikuasai', 'personal', 'isu', 'konflik', 'kepentingan', 'jabatan', 'akses', 'bisnismakanya', 'nepotis'];['soal', 'etika', 'serang', 'personal', 'jabat', 'publik', 'integritasketika', 'situ', 'serang', 'luas', 'tanah', 'asai', 'personal', 'isu', 'konflik', 'penting', 'jabat', 'akses', 'bisnismakanya', 'nepotis'];soal etika serang personal jabat publik integritasketika situ serang luas tanah asai personal isu konflik penting jabat akses bisnismakanya nepotis;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0714;RT Capres nomor urut 3, Ganjar Pranowo ingin membentuk lembaga coast guard atau penjaga pantai/laut jika kelak memenangi pemilihan presiden (pilpres) 2024. Menurut Ganjar, pembentukan coast guard ini untuk membereskan terjadinya tumpang tindih antar lembaga negara dalam menangani kelautan. #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #Nomor3Pilihanku #GanjarMahfud2024 #GanjarSatSet #MahfudTasTes [RE PDI_Perjuangan];rt nomor urut membentuk lembaga coast guard penjaga pantailaut kelak memenangi pemilihan presiden pilpres pembentukan coast guard membereskan tumpang tindih lembaga negara menangani kelautan pdiperjuangan;['rt', 'nomor', 'urut', 'membentuk', 'lembaga', 'coast', 'guard', 'penjaga', 'pantailaut', 'kelak', 'memenangi', 'pemilihan', 'presiden', 'pilpres', 'pembentukan', 'coast', 'guard', 'membereskan', 'tumpang', 'tindih', 'lembaga', 'negara', 'menangani', 'kelautan', 'pdiperjuangan'];['rt', 'nomor', 'urut', 'membentuk', 'lembaga', 'coast', 'guard', 'penjaga', 'pantailaut', 'kelak', 'memenangi', 'pemilihan', 'presiden', 'pilpres', 'pembentukan', 'coast', 'guard', 'membereskan', 'tumpang', 'tindih', 'lembaga', 'negara', 'menangani', 'kelautan', 'pdiperjuangan'];['rt', 'nomor', 'urut', 'bentuk', 'lembaga', 'coast', 'guard', 'jaga', 'pantailaut', 'kelak', 'tang', 'pilih', 'presiden', 'pilpres', 'bentuk', 'coast', 'guard', 'beres', 'tumpang', 'tindih', 'lembaga', 'negara', 'tangan', 'laut', 'pdiperjuangan'];rt nomor urut bentuk lembaga coast guard jaga pantailaut kelak tang pilih presiden pilpres bentuk coast guard beres tumpang tindih lembaga negara tangan laut pdiperjuangan;Sumber Daya Alam;Pertahanan dan Keamanan;Politik;Sumber Daya Alam;Politik;Sumber Daya Alam;Politik;Sumber Daya Alam;Politik;Politik;Politik;Sumber Daya Alam
TXT0715;Pemberantasan korupsi bukan sekadar tuntutan, tetapi komitmen. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo - Gibran bertindak dalam hal ini. #IndonesiaSentris #02Melanjutkan #AnakMudaIndonesiaEmas #MenangSeputaran https://t.co/HSM6dyLq25;pemberantasan korupsi tuntutan komitmen indonesiasentris anakmudaindonesiaemas bertindak indonesiasentris anakmudaindonesiaemas menangseputaran;['pemberantasan', 'korupsi', 'tuntutan', 'komitmen', 'indonesiasentris', 'anakmudaindonesiaemas', 'bertindak', 'indonesiasentris', 'anakmudaindonesiaemas', 'menangseputaran'];['pemberantasan', 'korupsi', 'tuntutan', 'komitmen', 'indonesiasentris', 'anakmudaindonesiaemas', 'bertindak', 'indonesiasentris', 'anakmudaindonesiaemas', 'menangseputaran'];['berantas', 'korupsi', 'tuntut', 'komitmen', 'indonesiasentris', 'anakmudaindonesiaemas', 'tindak', 'indonesiasentris', 'anakmudaindonesiaemas', 'menangseputaran'];berantas korupsi tuntut komitmen indonesiasentris anakmudaindonesiaemas tindak indonesiasentris anakmudaindonesiaemas menangseputaran;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0716;@herisapto86131 @bebek_NKRI_2 @alextham878 @Maruahalsiahaa2 Lah tapi tetep aja itu koalisinya PDIP.. Ã°ÂŸÂ¤Â£ faktanya PPP belum pecah koalisi tuh.. mungkin sengaja bikin statement pindah dukungan supaya bisa bunuh jongos pdip yg disalahin Prabowo.. Pantes tolol, rupanya kau orang jogja.. urus dulu tuh klitih.. Ã°ÂŸÂ¤Â£ memang tempatnya kampungan..;tetep aja koalisinya pdip faktanya ppp pecah koalisi tuh sengaja bikin statement pindah dukungan bunuh jongos pdip pantes tolol kau orang jogja urus tuh klitih tempatnya kampungan;['tetep', 'aja', 'koalisinya', 'pdip', 'faktanya', 'ppp', 'pecah', 'koalisi', 'tuh', 'sengaja', 'bikin', 'statement', 'pindah', 'dukungan', 'bunuh', 'jongos', 'pdip', 'pantes', 'tolol', 'kau', 'orang', 'jogja', 'urus', 'tuh', 'klitih', 'tempatnya', 'kampungan'];['tetap', 'saja', 'koalisinya', 'pdip', 'faktanya', 'ppp', 'pecah', 'koalisi', 'tuh', 'sengaja', 'bikin', 'statement', 'pindah', 'dukungan', 'bunuh', 'jongos', 'pdip', 'pantas', 'tolol', 'kau', 'orang', 'jogja', 'urus', 'tuh', 'klitih', 'tempatnya', 'kampungan'];['tetap', 'saja', 'koalisi', 'pdip', 'fakta', 'ppp', 'pecah', 'koalisi', 'tuh', 'sengaja', 'bikin', 'statement', 'pindah', 'dukung', 'bunuh', 'jongos', 'pdip', 'pantas', 'tolol', 'kau', 'orang', 'jogja', 'urus', 'tuh', 'klitih', 'tempat', 'kampung'];tetap saja koalisi pdip fakta ppp pecah koalisi tuh sengaja bikin statement pindah dukung bunuh jongos pdip pantas tolol kau orang jogja urus tuh klitih tempat kampung;Politik;Politik;Politik;Politik;Geografi;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0717;"Dulu Prabowo ke mahasiswa 98 gitu juga gak ya

Ã¢Â€ÂœKita butuh demokrasiÃ¢Â€Â
Ã¢Â€ÂœSini dek ketemu dulu, saya buka datanyaÃ¢Â€Â

Lalu hilang Ã°ÂŸÂ—Â¿Ã°ÂŸÂ—Â¿Ã°ÂŸÂ—Â¿ [RE MSMujab22]";mahasiswa gitu yakita butuh demokrasisini dek ketemu buka datanyalalu hilang;['mahasiswa', 'gitu', 'yakita', 'butuh', 'demokrasisini', 'dek', 'ketemu', 'buka', 'datanyalalu', 'hilang'];['mahasiswa', 'begitu', 'yakita', 'butuh', 'demokrasisini', 'dek', 'ketemu', 'buka', 'datanyalalu', 'hilang'];['mahasiswa', 'begitu', 'yakita', 'butuh', 'demokrasisini', 'dek', 'ketemu', 'buka', 'datanyalalu', 'hilang'];mahasiswa begitu yakita butuh demokrasisini dek ketemu buka datanyalalu hilang;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0718;RT al fatihah buat Alm. Lambang Babar Purnomo, alumnus Arkeologi UGM yang diduga dibunuh saat jadi saksi kasus pencurian dan pemalsuan arca Museum Radya Pustaka yang melibatkan Hashim Djojohadikusumo, adik Prabowo. [RE ibnarief];rt al fatihah alm lambang babar purnomo alumnus arkeologi ugm diduga dibunuh saksi pencurian pemalsuan arca museum radya pustaka melibatkan hashim djojohadikusumo adik;['rt', 'al', 'fatihah', 'alm', 'lambang', 'babar', 'purnomo', 'alumnus', 'arkeologi', 'ugm', 'diduga', 'dibunuh', 'saksi', 'pencurian', 'pemalsuan', 'arca', 'museum', 'radya', 'pustaka', 'melibatkan', 'hashim', 'djojohadikusumo', 'adik'];['rt', 'al', 'fatihah', 'almarhum', 'lambang', 'babar', 'purnomo', 'alumnus', 'arkeologi', 'ugm', 'diduga', 'dibunuh', 'saksi', 'pencurian', 'pemalsuan', 'arca', 'museum', 'radya', 'pustaka', 'melibatkan', 'hashim', 'djojohadikusumo', 'adik'];['rt', 'al', 'fatihah', 'almarhum', 'lambang', 'babar', 'purnomo', 'alumnus', 'arkeologi', 'ugm', 'duga', 'bunuh', 'saksi', 'curi', 'palsu', 'arca', 'museum', 'radya', 'pustaka', 'libat', 'hashim', 'djojohadikusumo', 'adik'];rt al fatihah almarhum lambang babar purnomo alumnus arkeologi ugm duga bunuh saksi curi palsu arca museum radya pustaka libat hashim djojohadikusumo adik;Sosial Budaya;Demografi;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Pertahanan dan Keamanan;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0719;"Emang keren, dalam debat ketika AyahBOWO AdalahKITA serang, dia memilih jadi neagarawan dan tak menyerang balik teman diskusinya.

#MunculFenomenaPAKbowo
DukunganTulus Untuk02

@prabowo @prabowogibran02 https://t.co/LCyPLdJgJE [RE info_beragam]";emang keren debat ayahbowo serang memilih neagarawan menyerang teman diskusinyamunculfenomenapakbowodukungantulus;['emang', 'keren', 'debat', 'ayahbowo', 'serang', 'memilih', 'neagarawan', 'menyerang', 'teman', 'diskusinyamunculfenomenapakbowodukungantulus'];['memang', 'keren', 'debat', 'ayahbowo', 'serang', 'memilih', 'neagarawan', 'menyerang', 'teman', 'diskusinyamunculfenomenapakbowodukungantulus'];['memang', 'keren', 'debat', 'ayahbowo', 'serang', 'pilih', 'neagarawan', 'serang', 'teman', 'diskusinyamunculfenomenapakbowodukungantulus'];memang keren debat ayahbowo serang pilih neagarawan serang teman diskusinyamunculfenomenapakbowodukungantulus;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0720;Inspiratif. Pasangan Capres Cawapres Ganjar Pranowo Mahfud MD buka peluang bisnis lokal dengan kredit 35% untuk koprasi dan UMKM. Sukses terus, pengusaha kecil. NCT WISH #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/Gyl2D6aH4i;inspiratif pasangan cawapres md buka peluang bisnis lokal kredit koprasi umkm sukses pengusaha nct wish jnk;['inspiratif', 'pasangan', 'cawapres', 'md', 'buka', 'peluang', 'bisnis', 'lokal', 'kredit', 'koprasi', 'umkm', 'sukses', 'pengusaha', 'nct', 'wish', 'jnk'];['inspiratif', 'pasangan', 'cawapres', 'md', 'buka', 'peluang', 'bisnis', 'lokal', 'kredit', 'koprasi', 'umkm', 'sukses', 'pengusaha', 'nct', 'wish', 'jnk'];['inspiratif', 'pasang', 'cawapres', 'md', 'buka', 'peluang', 'bisnis', 'lokal', 'kredit', 'koprasi', 'umkm', 'sukses', 'usaha', 'nct', 'wish', 'jnk'];inspiratif pasang cawapres md buka peluang bisnis lokal kredit koprasi umkm sukses usaha nct wish jnk;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0721;"Katanya, Pak Anies dipecat dari posisi Mendikbud karena korupsi? Bener nggak sih? Ã°ÂŸÂ¤Â”

Nah daripada bingung dan berasumsi liar, mending simak dulu faktanyaÃ°ÂŸÂ‘Â‡Ã°ÂŸÂÂ» https://t.co/XVDVXDBvV4 [RE UbahBareng]";anies dipecat posisi mendikbud korupsi bener nggak sih bingung berasumsi liar mending simak faktanya;['anies', 'dipecat', 'posisi', 'mendikbud', 'korupsi', 'bener', 'nggak', 'sih', 'bingung', 'berasumsi', 'liar', 'mending', 'simak', 'faktanya'];['anies', 'dipecat', 'posisi', 'mendikbud', 'korupsi', 'benar', 'enggak', 'sih', 'bingung', 'berasumsi', 'liar', 'mending', 'simak', 'faktanya'];['anies', 'pecat', 'posisi', 'mendikbud', 'korupsi', 'benar', 'enggak', 'sih', 'bingung', 'asumsi', 'liar', 'mending', 'simak', 'fakta'];anies pecat posisi mendikbud korupsi benar enggak sih bingung asumsi liar mending simak fakta;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0722;"Ganjar-Mahfud adalah pilihan yang tepat untuk mewujudkan kesejahteraan sektor pertanian dan perikanan. @aesyhqlh Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/qqNv3O5BHe";pilihan mewujudkan kesejahteraan sektor pertanian perikanan aesyhqlh happy new year;['pilihan', 'mewujudkan', 'kesejahteraan', 'sektor', 'pertanian', 'perikanan', 'aesyhqlh', 'happy', 'new', 'year'];['pilihan', 'mewujudkan', 'kesejahteraan', 'sektor', 'pertanian', 'perikanan', 'aesyhqlh', 'happy', 'new', 'year'];['pilih', 'wujud', 'sejahtera', 'sektor', 'tani', 'ikan', 'aesyhqlh', 'happy', 'new', 'year'];pilih wujud sejahtera sektor tani ikan aesyhqlh happy new year;Sumber Daya Alam;Sumber Daya Alam;Sosial Budaya;Sumber Daya Alam;Politik;Sumber Daya Alam;Politik;Sumber Daya Alam;Sosial Budaya;Sumber Daya Alam;Politik;Sumber Daya Alam
TXT0723;Ditanya soal Etika, Prabowo Bilang Anies Tak Pantas Bicara Etik karena Beri Contoh yang Tidak Baik https://t.co/05oZa9Q5Q2 [RE KompasTV];etika bilang anies bicara etik contoh;['etika', 'bilang', 'anies', 'bicara', 'etik', 'contoh'];['etika', 'bilang', 'anies', 'bicara', 'etik', 'contoh'];['etika', 'bilang', 'anies', 'bicara', 'etik', 'contoh'];etika bilang anies bicara etik contoh;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0724;@Generasi_MudaNU Promosi Ganjar terhadap akuntabilitas menciptakan pemerintahan yang transparan dan akurat.;generasimudanu promosi akuntabilitas menciptakan pemerintahan transparan akurat;['generasimudanu', 'promosi', 'akuntabilitas', 'menciptakan', 'pemerintahan', 'transparan', 'akurat'];['generasimudanu', 'promosi', 'akuntabilitas', 'menciptakan', 'pemerintahan', 'transparan', 'akurat'];['generasimudanu', 'promosi', 'akuntabilitas', 'cipta', 'perintah', 'transparan', 'akurat'];generasimudanu promosi akuntabilitas cipta perintah transparan akurat;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0725;Kemampuan diplomasi Prabowo terlihat saat melakukan kerjasama dengan Amerika Serikat dalam menyuplai 24 Jet tempur F-15EX dan 24 Helikopter tempur Sikorsksy S-70 Black Hawk. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;kemampuan diplomasi kerjasama amerika serikat menyuplai jet tempur helikopter tempur sikorsksy black hawk bersamaindonesiamaju subianto;['kemampuan', 'diplomasi', 'kerjasama', 'amerika', 'serikat', 'menyuplai', 'jet', 'tempur', 'helikopter', 'tempur', 'sikorsksy', 'black', 'hawk', 'bersamaindonesiamaju', 'subianto'];['kemampuan', 'diplomasi', 'kerjasama', 'amerika', 'serikat', 'menyuplai', 'jet', 'tempur', 'helikopter', 'tempur', 'sikorsksy', 'black', 'hawk', 'bersamaindonesiamaju', 'subianto'];['mampu', 'diplomasi', 'kerjasama', 'amerika', 'serikat', 'suplai', 'jet', 'tempur', 'helikopter', 'tempur', 'sikorsksy', 'black', 'hawk', 'bersamaindonesiamaju', 'subianto'];mampu diplomasi kerjasama amerika serikat suplai jet tempur helikopter tempur sikorsksy black hawk bersamaindonesiamaju subianto;Sosial Budaya;Pertahanan dan Keamanan;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0726;Garda Samud3ra sebagai garda terdepan mencerminkan kesungguhan Ganjar Pranowo dalam menjaga keamanan dan stabilitas wilayah maritim. @gM2/pUGGIPh0KcyOYIEYQ8lPBsDkTXVd/QzUuVy/KEE= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/XiuYdwjBjj;garda garda terdepan mencerminkan kesungguhan menjaga keamanan stabilitas wilayah maritim;['garda', 'garda', 'terdepan', 'mencerminkan', 'kesungguhan', 'menjaga', 'keamanan', 'stabilitas', 'wilayah', 'maritim'];['garda', 'garda', 'terdepan', 'mencerminkan', 'kesungguhan', 'menjaga', 'keamanan', 'stabilitas', 'wilayah', 'maritim'];['garda', 'garda', 'depan', 'cermin', 'sungguh', 'jaga', 'aman', 'stabilitas', 'wilayah', 'maritim'];garda garda depan cermin sungguh jaga aman stabilitas wilayah maritim;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Politik;Pertahanan dan Keamanan
TXT0727;Kala Anies Curhat Pernah Dimarahi Pemerintah Pusat Karena Terapkan PSBB Saat Covid-19: Saya Dipanggil, Didatangi https://t.co/HQX586mM0c [RE tvOneNews];anies curhat dimarahi pemerintah pusat terapkan psbb dipanggil didatangi;['anies', 'curhat', 'dimarahi', 'pemerintah', 'pusat', 'terapkan', 'psbb', 'dipanggil', 'didatangi'];['anies', 'curhat', 'dimarahi', 'pemerintah', 'pusat', 'terapkan', 'psbb', 'dipanggil', 'didatangi'];['anies', 'curhat', 'marah', 'perintah', 'pusat', 'terap', 'psbb', 'panggil', 'datang'];anies curhat marah perintah pusat terap psbb panggil datang;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0728;"Kenapa sih MulutManies enggak mau terima bahwa Prabowo jeli belanja alutsista? @SutjiptoRudy 
DukunganTulus Untuk02 Penasaran Kebebasan PTN TOP 10 Menhan Nyebokin Nangisin Goblok PT TMI 
https://t.co/V9takkzJhJ https://t.co/9N9UF33In5";sih mulutmanies terima jeli belanja alutsista sutjiptorudy dukungantulus penasaran kebebasan ptn top menhan nyebokin nangisin goblok pt tmi;['sih', 'mulutmanies', 'terima', 'jeli', 'belanja', 'alutsista', 'sutjiptorudy', 'dukungantulus', 'penasaran', 'kebebasan', 'ptn', 'top', 'menhan', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi'];['sih', 'mulutmanies', 'terima', 'jeli', 'belanja', 'alutsista', 'sutjiptorudy', 'dukungantulus', 'penasaran', 'kebebasan', 'ptn', 'top', 'menhan', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi'];['sih', 'mulutmanies', 'terima', 'jeli', 'belanja', 'alutsista', 'sutjiptorudy', 'dukungantulus', 'penasaran', 'bebas', 'ptn', 'top', 'menhan', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi'];sih mulutmanies terima jeli belanja alutsista sutjiptorudy dukungantulus penasaran bebas ptn top menhan nyebokin nangisin goblok pt tmi;Pertahanan dan Keamanan;Politik;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Politik;Pertahanan dan Keamanan
TXT0729;"Bu Sri Mulyani jadi sasaran kegagalan Prabowo dalam mengelola anggaran pertahanan. 

Untung kita punya Menteri Keuangan sekeren SMI. Dia tahu mana yang harus digunting karena gak beres. Mana yang harus diteruskan karena penting buat masa depan Indonesia. 

#GanjarMahfud2024 [RE ekokuntadhi1]";bu sri mulyani sasaran kegagalan mengelola anggaran pertahanan untung menteri keuangan sekeren smi digunting beres diteruskan indonesia;['bu', 'sri', 'mulyani', 'sasaran', 'kegagalan', 'mengelola', 'anggaran', 'pertahanan', 'untung', 'menteri', 'keuangan', 'sekeren', 'smi', 'digunting', 'beres', 'diteruskan', 'indonesia'];['bu', 'sri', 'mulyani', 'sasaran', 'kegagalan', 'mengelola', 'anggaran', 'pertahanan', 'untung', 'menteri', 'keuangan', 'sekeren', 'smi', 'digunting', 'beres', 'diteruskan', 'indonesia'];['bu', 'sri', 'mulyani', 'sasar', 'gagal', 'kelola', 'anggar', 'tahan', 'untung', 'menteri', 'uang', 'keren', 'smi', 'gunting', 'beres', 'terus', 'indonesia'];bu sri mulyani sasar gagal kelola anggar tahan untung menteri uang keren smi gunting beres terus indonesia;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
