,Text,new_text2,Tokeniz,baku_text,stemmed_text
704,   sia sia dong bgn ikn kl pusat ekonomi ttp di pulau jawa katanya mau tenggelem pulaunya,sia sia bgn ikn kl pusat ekonomi ttp pulau tenggelem pulaunya,"['sia', 'sia', 'bgn', 'ikn', 'kl', 'pusat', 'ekonomi', 'ttp', 'pulau', 'tenggelem', 'pulaunya']","['sia', 'sia', 'bgn', 'ikn', 'kalau', 'pusat', 'ekonomi', 'tetap', 'pulau', 'tenggelem', 'pulaunya']","['sia', 'sia', 'bgn', 'ikn', 'kalau', 'pusat', 'ekonomi', 'tetap', 'pulau', 'tenggelem', 'pulau']"
705,ganjar optimis capai pertumbuhan ekonomi  sahabatganjar  ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat    nelayansejahtera ,optimis capai pertumbuhan ekonomi generasigotongroyong nelayansejahtera,"['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'nelayansejahtera']","['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'nelayansejahtera']","['optimis', 'capai', 'tumbuh', 'ekonomi', 'generasigotongroyong', 'nelayansejahtera']"
706,upaya pelemahan oposisi anies baswedan kata guru besar universitas amsterdam dan peneliti kitlv universitas leiden belanda   via youtube  wardberenschot edwardaspinall lambeturah  abuwaras ,upaya pelemahan oposisi universitas amsterdam peneliti kitlv universitas leiden belanda via wardberenschot edwardaspinall lambeturah abuwaras,"['upaya', 'pelemahan', 'oposisi', 'universitas', 'amsterdam', 'peneliti', 'kitlv', 'universitas', 'leiden', 'belanda', 'via', 'wardberenschot', 'edwardaspinall', 'lambeturah', 'abuwaras']","['upaya', 'pelemahan', 'oposisi', 'universitas', 'amsterdam', 'peneliti', 'kitlv', 'universitas', 'leiden', 'belanda', 'via', 'wardberenschot', 'edwardaspinall', 'lambeturah', 'abuwaras']","['upaya', 'lemah', 'oposisi', 'universitas', 'amsterdam', 'teliti', 'kitlv', 'universitas', 'leiden', 'belanda', 'via', 'wardberenschot', 'edwardaspinall', 'lambeturah', 'abuwaras']"
707,detikcom kalo gue prabowo sih gue bongkar aja tuh semua kegagalan anies pas jadi mentrigubernur gampang banget buat buka borok doi mah ,detikcom kalo bongkar aja tuh kegagalan pas mentrigubernur gampang buka borok doi mah,"['detikcom', 'kalo', 'bongkar', 'aja', 'tuh', 'kegagalan', 'pas', 'mentrigubernur', 'gampang', 'buka', 'borok', 'doi', 'mah']","['detikcom', 'kalo', 'bongkar', 'saja', 'tuh', 'kegagalan', 'pas', 'mentrigubernur', 'gampang', 'buka', 'borok', 'doi', 'mah']","['detikcom', 'kalo', 'bongkar', 'saja', 'tuh', 'gagal', 'pas', 'mentrigubernur', 'gampang', 'buka', 'borok', 'doi', 'mah']"
708,oposisicerdas program makan siang gratis ini sangat bagus agar tidak terjadinya kesenjangan sosial hebat sekali pak prabowo,oposisicerdas makan siang bagus kesenjangan sosial,"['oposisicerdas', 'makan', 'siang', 'bagus', 'kesenjangan', 'sosial']","['oposisicerdas', 'makan', 'siang', 'bagus', 'kesenjangan', 'sosial']","['oposisicerdas', 'makan', 'siang', 'bagus', 'senjang', 'sosial']"
709,partaisocmed pendukungrelawan jokowi yg non partai antipati kepada pdip karena seringnya beliau direndahkan ditambah arogansi ganjar saat memberi penilaian terhadap kinerja pemerintah ketika muncul dugaan jokowi beralih dukungan makin menurun lah valuenya di mata para relawan jokowi,partaisocmed pendukungrelawan non partai antipati pdip direndahkan ditambah arogansi penilaian kinerja pemerintah muncul dugaan beralih dukungan menurun valuenya mata relawan,"['partaisocmed', 'pendukungrelawan', 'non', 'partai', 'antipati', 'pdip', 'direndahkan', 'ditambah', 'arogansi', 'penilaian', 'kinerja', 'pemerintah', 'muncul', 'dugaan', 'beralih', 'dukungan', 'menurun', 'valuenya', 'mata', 'relawan']","['partaisocmed', 'pendukungrelawan', 'non', 'partai', 'antipati', 'pdip', 'direndahkan', 'ditambah', 'arogansi', 'penilaian', 'kinerja', 'pemerintah', 'muncul', 'dugaan', 'beralih', 'dukungan', 'menurun', 'valuenya', 'mata', 'relawan']","['partaisocmed', 'pendukungrelawan', 'non', 'partai', 'antipati', 'pdip', 'rendah', 'tambah', 'arogansi', 'nilai', 'kerja', 'perintah', 'muncul', 'duga', 'alih', 'dukung', 'turun', 'valuenya', 'mata', 'rawan']"
710,anies jadi gubernur didukung gerindra bukan berarti dia ngebebek ke prabowo selama masa jabatan fpi juga ga ngendaliin dia buktinya gereja dan rumah ibadah lain tetep bisa diresmikanlah prabowo partai dan koalisinya nguasain dpr ruu anti penghilangan paksa ga disahkan dpr ,didukung gerindra ngebebek jabatan fpi ga ngendaliin buktinya gereja ibadah tetep diresmikanlah partai koalisinya nguasain dpr ruu anti penghilangan paksa ga disahkan dpr,"['didukung', 'gerindra', 'ngebebek', 'jabatan', 'fpi', 'ga', 'ngendaliin', 'buktinya', 'gereja', 'ibadah', 'tetep', 'diresmikanlah', 'partai', 'koalisinya', 'nguasain', 'dpr', 'ruu', 'anti', 'penghilangan', 'paksa', 'ga', 'disahkan', 'dpr']","['didukung', 'gerindra', 'ngebebek', 'jabatan', 'fpi', 'enggak', 'ngendaliin', 'buktinya', 'gereja', 'ibadah', 'tetap', 'diresmikanlah', 'partai', 'koalisinya', 'nguasain', 'dpr', 'ruu', 'anti', 'penghilangan', 'paksa', 'enggak', 'disahkan', 'dpr']","['dukung', 'gerindra', 'ngebebek', 'jabat', 'fpi', 'enggak', 'ngendaliin', 'bukti', 'gereja', 'ibadah', 'tetap', 'resmi', 'partai', 'koalisi', 'nguasain', 'dpr', 'ruu', 'anti', 'hilang', 'paksa', 'enggak', 'sah', 'dpr']"
711,isu baru hari ini wan abud lempar fitnah ke prabowo soal belanja alutsista titianggraini dukungantulus  penasaran kebebasan ptn top  menhan nyebokin nangisin goblok pt tmi  ,isu wan abud lempar fitnah belanja alutsista titianggraini penasaran kebebasan ptn top nyebokin nangisin goblok pt tmi,"['isu', 'wan', 'abud', 'lempar', 'fitnah', 'belanja', 'alutsista', 'titianggraini', 'penasaran', 'kebebasan', 'ptn', 'top', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi']","['isu', 'wan', 'abud', 'lempar', 'fitnah', 'belanja', 'alutsista', 'titianggraini', 'penasaran', 'kebebasan', 'ptn', 'top', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi']","['isu', 'wan', 'abud', 'lempar', 'fitnah', 'belanja', 'alutsista', 'titianggraini', 'penasaran', 'bebas', 'ptn', 'top', 'nyebokin', 'nangisin', 'goblok', 'pt', 'tmi']"
712,anies sindir standar etika kpk dulu orang kpk tidak mau ikut makan newsupdate update news text  ,sindir standar etika kpk kpk makan newsupdate update news text,"['sindir', 'standar', 'etika', 'kpk', 'kpk', 'makan', 'newsupdate', 'update', 'news', 'text']","['sindir', 'standar', 'etika', 'kpk', 'kpk', 'makan', 'newsupdate', 'update', 'news', 'text']","['sindir', 'standar', 'etika', 'kpk', 'kpk', 'makan', 'newsupdate', 'update', 'news', 'text']"
713,menohok effendi gazali sebut prabowo subianto kehilangan gemoynya dan tak paham seni debat  ,menohok effendi gazali kehilangan gemoynya paham seni debat,"['menohok', 'effendi', 'gazali', 'kehilangan', 'gemoynya', 'paham', 'seni', 'debat']","['menohok', 'effendi', 'gazali', 'kehilangan', 'gemoynya', 'paham', 'seni', 'debat']","['tohok', 'effendi', 'gazal', 'hilang', 'gemoynya', 'paham', 'seni', 'debat']"
714,anda kami dukung  kali pilpres setelah didukung eh malah meninggalkanhewan aja ga gitu bosenak ga bos prabowo introspeksi diri  saat nuduh orang haus jabatan anda  kali nyapres  kali  nuduh ga beretika eh bilang goblok depan muka umumomonomon ,kali pilpres didukung eh meninggalkanhewan aja ga gitu bosenak ga bos introspeksi nuduh haus jabatan kali nyapres kali nuduh ga beretika eh bilang goblok muka umumomonomon,"['kali', 'pilpres', 'didukung', 'eh', 'meninggalkanhewan', 'aja', 'ga', 'gitu', 'bosenak', 'ga', 'bos', 'introspeksi', 'nuduh', 'haus', 'jabatan', 'kali', 'nyapres', 'kali', 'nuduh', 'ga', 'beretika', 'eh', 'bilang', 'goblok', 'muka', 'umumomonomon']","['kali', 'pilpres', 'didukung', 'eh', 'meninggalkanhewan', 'saja', 'enggak', 'begitu', 'bosenak', 'enggak', 'bos', 'introspeksi', 'menuduh', 'haus', 'jabatan', 'kali', 'nyapres', 'kali', 'menuduh', 'enggak', 'beretika', 'eh', 'bilang', 'goblok', 'muka', 'umumomonomon']","['kali', 'pilpres', 'dukung', 'eh', 'meninggalkanhewan', 'saja', 'enggak', 'begitu', 'bosenak', 'enggak', 'bos', 'introspeksi', 'tuduh', 'haus', 'jabat', 'kali', 'nyapres', 'kali', 'tuduh', 'enggak', 'etika', 'eh', 'bilang', 'goblok', 'muka', 'umumomonomon']"
715,pemilu di indonesia adalah sekolah paling unik di dunia peserta didiknya  jt orang lebih gurunya para elit yg peduli nasib bangsa alhamdulillah mas anies dan tim desak anies mengembalikan marwah demokrasi indonesia rakyat indonesia cerdik dan bijak pencitraan  dan tebar sembako kalah jauh dg pendidikan indah di desak anies setuju aminajadulu ,pemilu sekolah unik dunia peserta didiknya jt gurunya elit peduli nasib bangsa alhamdulillah tim mengembalikan marwah demokrasi cerdik bijak pencitraan tebar sembako kalah pendidikan indah setuju,"['pemilu', 'sekolah', 'unik', 'dunia', 'peserta', 'didiknya', 'jt', 'gurunya', 'elit', 'peduli', 'nasib', 'bangsa', 'alhamdulillah', 'tim', 'mengembalikan', 'marwah', 'demokrasi', 'cerdik', 'bijak', 'pencitraan', 'tebar', 'sembako', 'kalah', 'pendidikan', 'indah', 'setuju']","['pemilu', 'sekolah', 'unik', 'dunia', 'peserta', 'didiknya', 'juta', 'gurunya', 'elit', 'peduli', 'nasib', 'bangsa', 'alhamdulillah', 'tim', 'mengembalikan', 'marwah', 'demokrasi', 'cerdik', 'bijak', 'pencitraan', 'tebar', 'sembako', 'kalah', 'pendidikan', 'indah', 'setuju']","['milu', 'sekolah', 'unik', 'dunia', 'serta', 'didik', 'juta', 'guru', 'elit', 'peduli', 'nasib', 'bangsa', 'alhamdulillah', 'tim', 'kembali', 'marwah', 'demokrasi', 'cerdik', 'bijak', 'citra', 'tebar', 'sembako', 'kalah', 'didik', 'indah', 'tuju']"
716,gue berdoa dan berharap klo nnti pa prabowo dan mas gibrantweet terpilih jd presiden dan wakil presiden ri supaya memerintahkan kpkri utk usut kembali korupsi formula e  dan  korupsi si aniesbaswedan wtk jd gub di dki jkt  sampe tuntas itu saja dulu  ,berdoa berharap nnti pa terpilih jd wakil memerintahkan kpkri usut korupsi formula e korupsi si wtk jd gub dki jkt sampe tuntas,"['berdoa', 'berharap', 'nnti', 'pa', 'terpilih', 'jd', 'wakil', 'memerintahkan', 'kpkri', 'usut', 'korupsi', 'formula', 'e', 'korupsi', 'si', 'wtk', 'jd', 'gub', 'dki', 'jkt', 'sampe', 'tuntas']","['berdoa', 'berharap', 'nanti', 'apa', 'terpilih', 'jadi', 'wakil', 'memerintahkan', 'kpkri', 'usut', 'korupsi', 'formula', 'e', 'korupsi', 'sih', 'wtk', 'jadi', 'gub', 'dki', 'jakarta', 'sampai', 'tuntas']","['doa', 'harap', 'nanti', 'apa', 'pilih', 'jadi', 'wakil', 'perintah', 'kpkri', 'usut', 'korupsi', 'formula', 'e', 'korupsi', 'sih', 'wtk', 'jadi', 'gub', 'dki', 'jakarta', 'sampai', 'tuntas']"
717,dimazprada  bangsaygsujud bapaknya adalah pakar sekaligus menteri ekonomi kakeknya pendiri bni bisnisnya udh dari jaman bung karnokenapa pendukung anis ganjar pada bego anh tapi ajaib,dimazprada bangsaygsujud bapaknya pakar menteri ekonomi kakeknya pendiri bni bisnisnya udh jaman karnokenapa pendukung bego anh ajaib,"['dimazprada', 'bangsaygsujud', 'bapaknya', 'pakar', 'menteri', 'ekonomi', 'kakeknya', 'pendiri', 'bni', 'bisnisnya', 'udh', 'jaman', 'karnokenapa', 'pendukung', 'bego', 'anh', 'ajaib']","['dimazprada', 'bangsaygsujud', 'bapaknya', 'pakar', 'menteri', 'ekonomi', 'kakeknya', 'pendiri', 'bni', 'bisnisnya', 'sudah', 'jaman', 'karnokenapa', 'pendukung', 'bego', 'anh', 'ajaib']","['dimazprada', 'bangsaygsujud', 'bapak', 'pakar', 'menteri', 'ekonomi', 'kakek', 'diri', 'bni', 'bisnis', 'sudah', 'jaman', 'karnokenapa', 'dukung', 'bego', 'anh', 'ajaib']"
718,kita harus menjaga kekuatan pertahanan kita agar tidak ada yang berani mencoba menantang kita garagara prabowo  indonesiakuatindonesiamaju   ,menjaga kekuatan pertahanan berani mencoba menantang garagara,"['menjaga', 'kekuatan', 'pertahanan', 'berani', 'mencoba', 'menantang', 'garagara']","['menjaga', 'kekuatan', 'pertahanan', 'berani', 'mencoba', 'menantang', 'garagara']","['jaga', 'kuat', 'tahan', 'berani', 'coba', 'tantang', 'garagara']"
719,atasi konflik di laut china selatan anies indonesia harus kembali jadi pemimpin asean  ,atasi konflik laut china selatan pemimpin asean,"['atasi', 'konflik', 'laut', 'china', 'selatan', 'pemimpin', 'asean']","['atasi', 'konflik', 'laut', 'china', 'selatan', 'pemimpin', 'asean']","['atas', 'konflik', 'laut', 'china', 'selatan', 'pimpin', 'asean']"
720,detikcom wahhh siapa tuh yg bilang ri miskingak bener tuhri kaya raya kan pak prabowo buktinya mai impor sapi ,detikcom wahhh tuh bilang miskingak bener tuhri kaya raya buktinya mai impor sapi,"['detikcom', 'wahhh', 'tuh', 'bilang', 'miskingak', 'bener', 'tuhri', 'kaya', 'raya', 'buktinya', 'mai', 'impor', 'sapi']","['detikcom', 'wah', 'tuh', 'bilang', 'miskingak', 'benar', 'tuhri', 'kayak', 'raya', 'buktinya', 'mau', 'impor', 'sapi']","['detikcom', 'wah', 'tuh', 'bilang', 'miskingak', 'benar', 'tuhri', 'kayak', 'raya', 'bukti', 'mau', 'impor', 'sapi']"
721,ganjarpranowo aniesbaswedan mohmahfudmd prabowo ganjar mahfud akan di percaya oleh rakyat untuk menjadi panglima dalam pemberantasan korupsi di indonesia  ,percaya panglima pemberantasan korupsi,"['percaya', 'panglima', 'pemberantasan', 'korupsi']","['percaya', 'panglima', 'pemberantasan', 'korupsi']","['percaya', 'panglima', 'berantas', 'korupsi']"
722,narasinewsroom ngeluh apbd dki kurang jangan gegara buat masang  dia tuh anggaran jadi kurangpak anies bikin stadion bikin trotoar dll cukup aja tuhdapet salam lu pak dari warga kampungbayam jangan zalim jadi pemimpin ,narasinewsroom ngeluh apbd dki gegara masang tuh anggaran kurangpak bikin stadion bikin trotoar dll aja tuhdapet salam warga kampungbayam zalim pemimpin,"['narasinewsroom', 'ngeluh', 'apbd', 'dki', 'gegara', 'masang', 'tuh', 'anggaran', 'kurangpak', 'bikin', 'stadion', 'bikin', 'trotoar', 'dll', 'aja', 'tuhdapet', 'salam', 'warga', 'kampungbayam', 'zalim', 'pemimpin']","['narasinewsroom', 'ngeluh', 'apbd', 'dki', 'gegara', 'masang', 'tuh', 'anggaran', 'kurangpak', 'bikin', 'stadion', 'bikin', 'trotoar', 'dll', 'saja', 'tuhdapet', 'salam', 'warga', 'kampungbayam', 'zalim', 'pemimpin']","['narasinewsroom', 'ngeluh', 'apbd', 'dki', 'gegara', 'masang', 'tuh', 'anggar', 'kurangpak', 'bikin', 'stadion', 'bikin', 'trotoar', 'dll', 'saja', 'tuhdapet', 'salam', 'warga', 'kampungbayam', 'zalim', 'pimpin']"
723,capres no urut  capres ganjar pranowo  punya strategi keren enggak cuma melanjutkan tapi juga menambah dan memperbaiki program pemerintah era  jnk ganjarmahfudrebound ganjarpranowopilihanumat  ,urut strategi keren melanjutkan menambah memperbaiki pemerintah era,"['urut', 'strategi', 'keren', 'melanjutkan', 'menambah', 'memperbaiki', 'pemerintah', 'era']","['urut', 'strategi', 'keren', 'melanjutkan', 'menambah', 'memperbaiki', 'pemerintah', 'era']","['urut', 'strategi', 'keren', 'lanjut', 'tambah', 'baik', 'perintah', 'era']"
724,februari  people party democracy bakal jadi ground zero buat kebebasan kita bersuara yuk kita bersuara dan memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk ,februari people party democracy ground zero kebebasan bersuara yuk bersuara memilih,"['februari', 'people', 'party', 'democracy', 'ground', 'zero', 'kebebasan', 'bersuara', 'yuk', 'bersuara', 'memilih']","['februari', 'people', 'party', 'democracy', 'ground', 'zero', 'kebebasan', 'bersuara', 'yuk', 'bersuara', 'memilih']","['februari', 'people', 'party', 'democracy', 'ground', 'zero', 'bebas', 'suara', 'yuk', 'suara', 'pilih']"
725,pelanggaran ham gak akan nyentuh sama kepemimpinan ganjar pranowo jnk ganjarpranowopilihanumat ganjarmahfudrebound  ,pelanggaran ham gak nyentuh kepemimpinan,"['pelanggaran', 'ham', 'gak', 'nyentuh', 'kepemimpinan']","['pelanggaran', 'ham', 'enggak', 'nyentuh', 'kepemimpinan']","['langgar', 'ham', 'enggak', 'nyentuh', 'pimpin']"
726,jutaan warga miskin jakarta dapat subsidi pangan setiap bulannya mereka dpt beli daging sapi ayam telur ikan susu amp beras dg harga amat murah cukup bayar  ribu mereka bisa beli produk seharga  krn sisanya disubsidi pemprov dki jakarta  th bersama anies ,jutaan warga miskin subsidi pangan bulannya beli daging sapi ayam telur ikan susu beras harga murah bayar beli produk seharga krn sisanya disubsidi pemprov dki th,"['jutaan', 'warga', 'miskin', 'subsidi', 'pangan', 'bulannya', 'beli', 'daging', 'sapi', 'ayam', 'telur', 'ikan', 'susu', 'beras', 'harga', 'murah', 'bayar', 'beli', 'produk', 'seharga', 'krn', 'sisanya', 'disubsidi', 'pemprov', 'dki', 'th']","['jutaan', 'warga', 'miskin', 'subsidi', 'pangan', 'bulannya', 'beli', 'daging', 'sapi', 'ayam', 'telur', 'ikan', 'susu', 'beras', 'harga', 'murah', 'bayar', 'beli', 'produk', 'seharga', 'karena', 'sisanya', 'disubsidi', 'pemprov', 'dki', 'tahun']","['juta', 'warga', 'miskin', 'subsidi', 'pangan', 'bulan', 'beli', 'daging', 'sapi', 'ayam', 'telur', 'ikan', 'susu', 'beras', 'harga', 'murah', 'bayar', 'beli', 'produk', 'harga', 'karena', 'sisa', 'subsidi', 'pemprov', 'dki', 'tahun']"
727,terkait dengan pelanggaran ham masa lalu pak ganjar memberikan ganjar mahfud hebat    debatcapres ,terkait pelanggaran ham,"['terkait', 'pelanggaran', 'ham']","['terkait', 'pelanggaran', 'ham']","['kait', 'langgar', 'ham']"
728,  reklamasi jokuwi ahok itu  pulau dihentikan anies menjadi  pulau saja dulu pulau reklamasi itu tertutup untuk rakyat setelah dihentikan anies kemudian dibukauntukumum,reklamasi jokuwi pulau dihentikan pulau pulau reklamasi tertutup dihentikan dibukauntukumum,"['reklamasi', 'jokuwi', 'pulau', 'dihentikan', 'pulau', 'pulau', 'reklamasi', 'tertutup', 'dihentikan', 'dibukauntukumum']","['reklamasi', 'jokuwi', 'pulau', 'dihentikan', 'pulau', 'pulau', 'reklamasi', 'tertutup', 'dihentikan', 'dibukauntukumum']","['reklamasi', 'jokuwi', 'pulau', 'henti', 'pulau', 'pulau', 'reklamasi', 'tutup', 'henti', 'dibukauntukumum']"
729,mantan pimpinan kpk menyebut anies baswedan adalah capres yang paling minim resiko korupsinya diantara  capres yang adafaktor itulah yang membuatnya mau bergabung berjuang bersama team perubahan  ,mantan pimpinan kpk menyebut minim resiko korupsinya adafaktor membuatnya bergabung berjuang team perubahan,"['mantan', 'pimpinan', 'kpk', 'menyebut', 'minim', 'resiko', 'korupsinya', 'adafaktor', 'membuatnya', 'bergabung', 'berjuang', 'team', 'perubahan']","['mantan', 'pimpinan', 'kpk', 'menyebut', 'minim', 'resiko', 'korupsinya', 'adafaktor', 'membuatnya', 'bergabung', 'berjuang', 'team', 'perubahan']","['mantan', 'pimpin', 'kpk', 'sebut', 'minim', 'resiko', 'korupsi', 'adafaktor', 'buat', 'gabung', 'juang', 'team', 'ubah']"
730,menteri bumn erick thohir menitipkan tanggung jawab besar menjaga persatuan bangsa indonesia kepada menteri pertahanan dan calon presiden nomor urut  prabowo subianto patriotprabowo prabowosangperekat prabowosatria,menteri bumn erick thohir menitipkan tanggung menjaga persatuan bangsa menteri pertahanan nomor urut patriotprabowo prabowosangperekat prabowosatria,"['menteri', 'bumn', 'erick', 'thohir', 'menitipkan', 'tanggung', 'menjaga', 'persatuan', 'bangsa', 'menteri', 'pertahanan', 'nomor', 'urut', 'patriotprabowo', 'prabowosangperekat', 'prabowosatria']","['menteri', 'bumn', 'erick', 'thohir', 'menitipkan', 'tanggung', 'menjaga', 'persatuan', 'bangsa', 'menteri', 'pertahanan', 'nomor', 'urut', 'patriotprabowo', 'prabowosangperekat', 'prabowosatria']","['menteri', 'bumn', 'erick', 'thohir', 'titip', 'tanggung', 'jaga', 'satu', 'bangsa', 'menteri', 'tahan', 'nomor', 'urut', 'patriotprabowo', 'prabowosangperekat', 'prabowosatria']"
731,ganjarmahfud akan mengembangkan sektor maritim untuk kesejahteraan masyarakat rnjmnqpjw happy new year  ,mengembangkan sektor maritim kesejahteraan rnjmnqpjw happy new year,"['mengembangkan', 'sektor', 'maritim', 'kesejahteraan', 'rnjmnqpjw', 'happy', 'new', 'year']","['mengembangkan', 'sektor', 'maritim', 'kesejahteraan', 'rnjmnqpjw', 'happy', 'new', 'year']","['kembang', 'sektor', 'maritim', 'sejahtera', 'rnjmnqpjw', 'happy', 'new', 'year']"
732,itulah bedanya patriot atau bukanjadi atas nama patriotisme dan nasionalisme pak prabowo tidak sudi  menelanjangi  strategis hanya untuk memenangkan debat  ,bedanya patriot bukanjadi nama patriotisme nasionalisme sudi menelanjangi strategis memenangkan debat,"['bedanya', 'patriot', 'bukanjadi', 'nama', 'patriotisme', 'nasionalisme', 'sudi', 'menelanjangi', 'strategis', 'memenangkan', 'debat']","['bedanya', 'patriot', 'bukanjadi', 'nama', 'patriotisme', 'nasionalisme', 'sudi', 'menelanjangi', 'strategis', 'memenangkan', 'debat']","['beda', 'patriot', 'bukanjadi', 'nama', 'patriotisme', 'nasionalisme', 'sudi', 'telanjang', 'strategis', 'menang', 'debat']"
733,ganjar pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat ganjarpranowopilihanumat  jnk ganjarmahfudrebound ,pemimpin mikirin kepentingan kepentingan kebebasan berpendapat,"['pemimpin', 'mikirin', 'kepentingan', 'kepentingan', 'kebebasan', 'berpendapat']","['pemimpin', 'memikirkan', 'kepentingan', 'kepentingan', 'kebebasan', 'berpendapat']","['pimpin', 'pikir', 'penting', 'penting', 'bebas', 'dapat']"
734,ganjar pranowo gubernur yang tidak hanya membangun infrastruktur tapi juga membangun hubungan yang baik dengan masyarakat ganjar mahfud hebat    nelayansejahtera ,membangun infrastruktur membangun hubungan nelayansejahtera,"['membangun', 'infrastruktur', 'membangun', 'hubungan', 'nelayansejahtera']","['membangun', 'infrastruktur', 'membangun', 'hubungan', 'nelayansejahtera']","['bangun', 'infrastruktur', 'bangun', 'hubung', 'nelayansejahtera']"
735,   kalau memang masuk ke banten ngapain anies sampai mengubah reklamasi menjadi kawasan pantai pulau c d g diubah menjadi nama pantai maju pantai kita pantai bersama secara administratif wilayah dan tata ruang pulau ini masuk ke jakarta utara ,masuk banten ngapain mengubah reklamasi kawasan pantai pulau c d g diubah nama pantai pantai pantai administratif wilayah tata ruang pulau masuk utara,"['masuk', 'banten', 'ngapain', 'mengubah', 'reklamasi', 'kawasan', 'pantai', 'pulau', 'c', 'd', 'g', 'diubah', 'nama', 'pantai', 'pantai', 'pantai', 'administratif', 'wilayah', 'tata', 'ruang', 'pulau', 'masuk', 'utara']","['masuk', 'banten', 'mengapai', 'mengubah', 'reklamasi', 'kawasan', 'pantai', 'pulau', 'sih', 'ada', 'enggak', 'diubah', 'nama', 'pantai', 'pantai', 'pantai', 'administratif', 'wilayah', 'tata', 'ruang', 'pulau', 'masuk', 'utara']","['masuk', 'banten', 'kapai', 'ubah', 'reklamasi', 'kawasan', 'pantai', 'pulau', 'sih', 'ada', 'enggak', 'ubah', 'nama', 'pantai', 'pantai', 'pantai', 'administratif', 'wilayah', 'tata', 'ruang', 'pulau', 'masuk', 'utara']"
736,  ganjar mahfud hebat    mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagi ganjar mahfud hebat   ,mari berantas korupsi negeri tercinta lebh,"['mari', 'berantas', 'korupsi', 'negeri', 'tercinta', 'lebh']","['mari', 'berantas', 'korupsi', 'negeri', 'tercinta', 'lebih']","['mari', 'berantas', 'korupsi', 'negeri', 'cinta', 'lebih']"
737,dengan semua track record yang penuh dengan pengkhianatan anies baswedan tidak layak bicara soal etikaprabowo gibran prabowogibran mendingprabowo terusmajubersamaprabowo  bersamaindonesiamaju  debatcapres debatpilpres  ,track record penuh pengkhianatan layak bicara etikaprabowo debatpilpres,"['track', 'record', 'penuh', 'pengkhianatan', 'layak', 'bicara', 'etikaprabowo', 'debatpilpres']","['track', 'record', 'penuh', 'pengkhianatan', 'layak', 'bicara', 'etikaprabowo', 'debatpilpres']","['track', 'record', 'penuh', 'khianat', 'layak', 'bicara', 'etikaprabowo', 'debatpilpres']"
738,mengirim bantuan kapal kemanusiaan ke palestina tidak salah sekalitapi dari tiga pasangan calon presiden hanya pak prabowo yang bisa melakukannya karena pak prabowo masih ada dalam kekuasaanitu knapa pejabat negara disarankan untuk cuti ketika maju pemilu ,mengirim bantuan kapal kemanusiaan palestina sekalitapi pasangan melakukannya kekuasaanitu knapa pejabat disarankan cuti pemilu,"['mengirim', 'bantuan', 'kapal', 'kemanusiaan', 'palestina', 'sekalitapi', 'pasangan', 'melakukannya', 'kekuasaanitu', 'knapa', 'pejabat', 'disarankan', 'cuti', 'pemilu']","['mengirim', 'bantuan', 'kapal', 'kemanusiaan', 'palestina', 'sekalitapi', 'pasangan', 'melakukannya', 'kekuasaanitu', 'knapa', 'pejabat', 'disarankan', 'cuti', 'pemilu']","['kirim', 'bantu', 'kapal', 'manusia', 'palestina', 'sekalitapi', 'pasang', 'laku', 'kekuasaanitu', 'knapa', 'jabat', 'saran', 'cuti', 'milu']"
739,ganjar mahfud taat pada tuhan taat pada hukum dan taat pada rakyat bukan taat pada ambisi lalu merusak konstitusi cuma demi berkuasa lagi sampai partai dan rakyat dibohongi seperti yg dilakukan jokowi dan gibranganjarmahfud taat hukum   ,taat tuhan taat hukum taat taat ambisi merusak konstitusi berkuasa partai dibohongi gibranganjarmahfud taat hukum,"['taat', 'tuhan', 'taat', 'hukum', 'taat', 'taat', 'ambisi', 'merusak', 'konstitusi', 'berkuasa', 'partai', 'dibohongi', 'gibranganjarmahfud', 'taat', 'hukum']","['taat', 'tuhan', 'taat', 'hukum', 'taat', 'taat', 'ambisi', 'merusak', 'konstitusi', 'berkuasa', 'partai', 'dibohongi', 'gibranganjarmahfud', 'taat', 'hukum']","['taat', 'tuhan', 'taat', 'hukum', 'taat', 'taat', 'ambisi', 'rusak', 'konstitusi', 'kuasa', 'partai', 'bohong', 'gibranganjarmahfud', 'taat', 'hukum']"
740,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ganjarpranowopilihanumat ,pasangan dorong pertumbuhan ekonomi merata desa,"['pasangan', 'dorong', 'pertumbuhan', 'ekonomi', 'merata', 'desa']","['pasangan', 'dorong', 'pertumbuhan', 'ekonomi', 'merata', 'desa']","['pasang', 'dorong', 'tumbuh', 'ekonomi', 'rata', 'desa']"
