,Unnamed: 0,IDText,Text,new_text,Tokeniz,dibakukan,stemmed,pre_stem,Kelas_SVM,manual,Kelas_RF,Kelas_SVM_SMOTE_Minority,Kelas_SOMTERF,Kelas_SVM_SMOTE2,Kelas_Voting_Hard,Kelas_Stacking,Kelas_PCAVoting_Hard,Kelas_PCA_Stacking,Kelas_Stacking2,Kelas_Stacking3
276,276,TXT0277,"Pak Anies terkejut &amp; tidak mau banyak berkomentar soal Presiden kok ikut Memberikan komentar #DebatCapres biarkan publik yg menilai. 

Dalam debat harus misa menjawab dan jangan berlindung dalam kerahasiaan ketika tidak bisa menjelaskan. Ã°ÂŸÂ˜Â‚

#AMINAjaDulu 
#AniesMuhaimin2024 https://t.co/ac87rHdTvo [RE BangPino__]",anies terkejut amp berkomentar presiden komentar biarkan publik menilai debat misa berlindung kerahasiaan aminajadulu,"['anies', 'terkejut', 'amp', 'berkomentar', 'presiden', 'komentar', 'biarkan', 'publik', 'menilai', 'debat', 'misa', 'berlindung', 'kerahasiaan', 'aminajadulu']","['anies', 'terkejut', 'amp', 'berkomentar', 'presiden', 'komentar', 'biarkan', 'publik', 'menilai', 'debat', 'misa', 'berlindung', 'kerahasiaan', 'aminajadulu']","['anies', 'kejut', 'amp', 'komentar', 'presiden', 'komentar', 'biar', 'publik', 'nilai', 'debat', 'misa', 'lindung', 'rahasia', 'aminajadulu']",anies kejut amp komentar presiden komentar biar publik nilai debat misa lindung rahasia aminajadulu,Politik,Politik,Sosial Budaya,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
277,277,TXT0278,"@ganjarpranowo @aniesbaswedan @mohmahfudmd @prabowo Bersama Ganjar Mahfud Indonesia bersih dari korupsi.
https://t.co/QcxMlO7OEE [RE Urrangawak]",indonesia bersih korupsi,"['indonesia', 'bersih', 'korupsi']","['indonesia', 'bersih', 'korupsi']","['indonesia', 'bersih', 'korupsi']",indonesia bersih korupsi,Politik,Politik,Sosial Budaya,Politik,Politik,Politik,Politik,Sosial Budaya,Politik,Politik,Politik,Politik
278,278,TXT0279,"Wuih, kemandirian industri digital kita pasti makin meningkat nih. Dukungan Ganjar-Mahfud ke UMKM lokal melalui e-commerce bakal jadi dorongan besar buat pertumbuhan ekonomi digital kita. @deliverygurll Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/Npu6q7gL8p",wuih kemandirian industri digital meningkat nih dukungan umkm lokal ecommerce dorongan pertumbuhan ekonomi digital deliverygurll happy new year,"['wuih', 'kemandirian', 'industri', 'digital', 'meningkat', 'nih', 'dukungan', 'umkm', 'lokal', 'ecommerce', 'dorongan', 'pertumbuhan', 'ekonomi', 'digital', 'deliverygurll', 'happy', 'new', 'year']","['wuih', 'kemandirian', 'industri', 'digital', 'meningkat', 'nih', 'dukungan', 'umkm', 'lokal', 'ecommerce', 'dorongan', 'pertumbuhan', 'ekonomi', 'digital', 'deliverygurll', 'happy', 'new', 'year']","['wuih', 'mandiri', 'industri', 'digital', 'tingkat', 'nih', 'dukung', 'umkm', 'lokal', 'ecommerce', 'dorong', 'tumbuh', 'ekonomi', 'digital', 'deliverygurll', 'happy', 'new', 'year']",wuih mandiri industri digital tingkat nih dukung umkm lokal ecommerce dorong tumbuh ekonomi digital deliverygurll happy new year,Ekonomi,Ekonomi,Sosial Budaya,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi
279,279,TXT0280,"Pendidikan adalah investasi jangka panjang dan Ganjar memastikan prajurit memiliki dukungan penuh @publikasi_kan 
#DebatCapres
#GanjarMahfud2024
#GanjarMahfudM3nangDebat
#Coblos66 https://t.co/4LdTuqX94h",pendidikan investasi jangka prajurit memiliki dukungan penuh publikasikan,"['pendidikan', 'investasi', 'jangka', 'prajurit', 'memiliki', 'dukungan', 'penuh', 'publikasikan']","['pendidikan', 'investasi', 'jangka', 'prajurit', 'memiliki', 'dukungan', 'penuh', 'publikasikan']","['didik', 'investasi', 'jangka', 'prajurit', 'milik', 'dukung', 'penuh', 'publikasi']",didik investasi jangka prajurit milik dukung penuh publikasi,Ekonomi,Politik,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Pertahanan dan Keamanan,Ekonomi,Pertahanan dan Keamanan,Politik,Ekonomi
280,280,TXT0281,"Buzzerr Prabowo-gibran Tidak punya rasa kemanusiaan .

Mereka ramai-ramai membela Oknum TNI yang telah menghajar para relawan Ganjar-mahfud .
Bahkan paling ironi mereka mendukung dan membenarkan Tindakan Oknum TNI itu .

Ya Allah apakah mereka Sudah tidak punya urat nadi Kemanusiaan ..??

Semua Partai Politik Yang memiliki Anggota legislatif kuat Di Daerah pasti akan melakukan Kampanye dengan berbagai model parade ..

Ada yang pakai knalpot brong ada Juga yang pakai Mobil terbuka bawa Alat Musik . 
Semua dilakukan Caleg-caleg untuk menyambut Uforia pesta Demokrasi bersama Basis masa di Dapilnya .

Entah Itu PDIP, Gerindra,Golkar,PKB,PKS,PAN atau yang lainya Ã¢Â€Â¦ 

Hal yang sudah di anggap jamak lumrah karena bagian dari tradisi pemilihan Caleg atau presiden tiap 5th an . 

Banyak juga yang ditangkap Polisi satlantas Motor mereka dibkandangin tidak bisa keluar karena mungkin Pajaknya mati atau ternyata tidak ada suratnya . 

Nanti paling calegnya kasih uang ganti rugi karena kadernya kena tilang atau motornya ditahan . 

Nah kalo kejadian Di Boyolali itu kalian para Pendukung Prabowo-Gibran Membela TNI sangat kejam dan moral kalian sudah minggat gara-gara hanya nomor rekening masuk Tiap bulan .

Apa ini memperlihatkan bahwa Aparat tidak netral dan mereka berada dalam rangkaian ritual itu ?? 

Kemanusiaan kalian dimana ?? 

Jelas oknum TNI di markas 408 Boyolali itu melakukan kekerasan , bahkan kemarin waktu saya menjenguk salah satu korban bilang bahwa Mereka semua bertuju diseret masuk ke markas dan dihajar secara bancaan sampai terluka berat ada satu korban belum sadar sampai sore kemarin . 

Apa itu Tugas TNI ??? 
Sedangkan Jalan raya boyolali Itu adalah jalan Provinsi bukan jalab TNI . 

Kepala satuan bisa saja tlp Kasatlantas Untuk menangkap mereka jika melanggar lalulintas . 
Karena hukum lalu lintas itu tidak di hajar sampai Terluka parah seperti itu . 

Kamu dimana empatimu Buzerr Pak @prabowo dan Mas @gibran_tweet ? 

Ini bukan masalah yang dihajar relawan @ganjarpranowo @mohmahfudmd  . 

Ini soal kemanusian yang warga Sipil sudah di Hakimi oleh Oknum TNI yang secara keji bertindak semana-mena .

Tolong temen-temen yang masih punya empati kawal terus kasus ini biar nanti tidak terulang lagi dan menimpa Pihak manapun . Terimakasih . [RE Gus_Raharjo]",buzzerr kemanusiaan ramairamai membela oknum tni menghajar relawan ironi mendukung membenarkan tindakan oknum tni ya urat nadi kemanusiaan partai politik memiliki anggota legislatif kuat daerah kampanye model parade pakai knalpot brong pakai mobil terbuka bawa alat musik calegcaleg menyambut uforia pesta demokrasi basis dapilnya pdip gerindragolkarpkbpkspan lainya anggap jamak lumrah tradisi pemilihan caleg presiden an ditangkap polisi satlantas motor dibkandangin pajaknya mati suratnya calegnya kasih uang ganti rugi kadernya kena tilang motornya ditahan kalo kejadian boyolali pendukung membela tni kejam moral minggat garagara nomor rekening masuk aparat netral rangkaian ritual kemanusiaan dimana oknum tni markas boyolali kekerasan kemarin menjenguk korban bilang bertuju diseret masuk markas dihajar bancaan terluka berat korban sadar sore kemarin tugas tni jalan raya boyolali jalan provinsi jalab tni kepala satuan tlp kasatlantas menangkap melanggar lalulintas hukum lintas hajar terluka parah dimana empatimu buzerr mas dihajar relawan kemanusian warga sipil hakimi oknum tni keji bertindak semanamena tolong tementemen empati kawal biar terulang menimpa manapun terimakasih,"['buzzerr', 'kemanusiaan', 'ramairamai', 'membela', 'oknum', 'tni', 'menghajar', 'relawan', 'ironi', 'mendukung', 'membenarkan', 'tindakan', 'oknum', 'tni', 'ya', 'urat', 'nadi', 'kemanusiaan', 'partai', 'politik', 'memiliki', 'anggota', 'legislatif', 'kuat', 'daerah', 'kampanye', 'model', 'parade', 'pakai', 'knalpot', 'brong', 'pakai', 'mobil', 'terbuka', 'bawa', 'alat', 'musik', 'calegcaleg', 'menyambut', 'uforia', 'pesta', 'demokrasi', 'basis', 'dapilnya', 'pdip', 'gerindragolkarpkbpkspan', 'lainya', 'anggap', 'jamak', 'lumrah', 'tradisi', 'pemilihan', 'caleg', 'presiden', 'an', 'ditangkap', 'polisi', 'satlantas', 'motor', 'dibkandangin', 'pajaknya', 'mati', 'suratnya', 'calegnya', 'kasih', 'uang', 'ganti', 'rugi', 'kadernya', 'kena', 'tilang', 'motornya', 'ditahan', 'kalo', 'kejadian', 'boyolali', 'pendukung', 'membela', 'tni', 'kejam', 'moral', 'minggat', 'garagara', 'nomor', 'rekening', 'masuk', 'aparat', 'netral', 'rangkaian', 'ritual', 'kemanusiaan', 'dimana', 'oknum', 'tni', 'markas', 'boyolali', 'kekerasan', 'kemarin', 'menjenguk', 'korban', 'bilang', 'bertuju', 'diseret', 'masuk', 'markas', 'dihajar', 'bancaan', 'terluka', 'berat', 'korban', 'sadar', 'sore', 'kemarin', 'tugas', 'tni', 'jalan', 'raya', 'boyolali', 'jalan', 'provinsi', 'jalab', 'tni', 'kepala', 'satuan', 'tlp', 'kasatlantas', 'menangkap', 'melanggar', 'lalulintas', 'hukum', 'lintas', 'hajar', 'terluka', 'parah', 'dimana', 'empatimu', 'buzerr', 'mas', 'dihajar', 'relawan', 'kemanusian', 'warga', 'sipil', 'hakimi', 'oknum', 'tni', 'keji', 'bertindak', 'semanamena', 'tolong', 'tementemen', 'empati', 'kawal', 'biar', 'terulang', 'menimpa', 'manapun', 'terimakasih']","['buzzerr', 'kemanusiaan', 'ramairamai', 'membela', 'oknum', 'tni', 'menghajar', 'relawan', 'ironi', 'mendukung', 'membenarkan', 'tindakan', 'oknum', 'tni', 'ya', 'urat', 'nadi', 'kemanusiaan', 'partai', 'politik', 'memiliki', 'anggota', 'legislatif', 'kuat', 'daerah', 'kampanye', 'model', 'parade', 'pakai', 'knalpot', 'brong', 'pakai', 'mobil', 'terbuka', 'bawa', 'alat', 'musik', 'calegcaleg', 'menyambut', 'uforia', 'pesta', 'demokrasi', 'basis', 'dapilnya', 'pdip', 'gerindragolkarpkbpkspan', 'lainya', 'anggap', 'jamak', 'lumrah', 'tradisi', 'pemilihan', 'caleg', 'presiden', 'an', 'ditangkap', 'polisi', 'satlantas', 'motor', 'dibkandangin', 'pajaknya', 'mati', 'suratnya', 'calegnya', 'kasih', 'uang', 'ganti', 'rugi', 'kadernya', 'kena', 'tilang', 'motornya', 'ditahan', 'kalo', 'kejadian', 'boyolali', 'pendukung', 'membela', 'tni', 'kejam', 'moral', 'minggat', 'garagara', 'nomor', 'rekening', 'masuk', 'aparat', 'netral', 'rangkaian', 'ritual', 'kemanusiaan', 'dimana', 'oknum', 'tni', 'markas', 'boyolali', 'kekerasan', 'kemarin', 'menjenguk', 'korban', 'bilang', 'bertuju', 'diseret', 'masuk', 'markas', 'dihajar', 'bancaan', 'terluka', 'berat', 'korban', 'sadar', 'sore', 'kemarin', 'tugas', 'tni', 'jalan', 'raya', 'boyolali', 'jalan', 'provinsi', 'jalab', 'tni', 'kepala', 'satuan', 'telepon', 'kasatlantas', 'menangkap', 'melanggar', 'lalulintas', 'hukum', 'lintas', 'hajar', 'terluka', 'parah', 'dimana', 'empatimu', 'buzerr', 'mas', 'dihajar', 'relawan', 'kemanusian', 'warga', 'sipil', 'hakimi', 'oknum', 'tni', 'keji', 'bertindak', 'semanamena', 'tolong', 'tementemen', 'empati', 'kawal', 'biar', 'terulang', 'menimpa', 'manapun', 'terimakasih']","['buzzerr', 'manusia', 'ramairamai', 'bela', 'oknum', 'tni', 'hajar', 'rawan', 'ironi', 'dukung', 'benar', 'tindak', 'oknum', 'tni', 'ya', 'urat', 'nadi', 'manusia', 'partai', 'politik', 'milik', 'anggota', 'legislatif', 'kuat', 'daerah', 'kampanye', 'model', 'parade', 'pakai', 'knalpot', 'brong', 'pakai', 'mobil', 'buka', 'bawa', 'alat', 'musik', 'calegcaleg', 'sambut', 'uforia', 'pesta', 'demokrasi', 'basis', 'dapilnya', 'pdip', 'gerindragolkarpkbpkspan', 'lai', 'anggap', 'jamak', 'lumrah', 'tradisi', 'pilih', 'caleg', 'presiden', 'an', 'tangkap', 'polisi', 'satlantas', 'motor', 'dibkandangin', 'pajak', 'mati', 'surat', 'calegnya', 'kasih', 'uang', 'ganti', 'rugi', 'kader', 'kena', 'tilang', 'motor', 'tahan', 'kalo', 'jadi', 'boyolali', 'dukung', 'bela', 'tni', 'kejam', 'moral', 'minggat', 'garagara', 'nomor', 'rekening', 'masuk', 'aparat', 'netral', 'rangkai', 'ritual', 'manusia', 'mana', 'oknum', 'tni', 'markas', 'boyolali', 'keras', 'kemarin', 'jenguk', 'korban', 'bilang', 'tuju', 'seret', 'masuk', 'markas', 'hajar', 'bancaan', 'luka', 'berat', 'korban', 'sadar', 'sore', 'kemarin', 'tugas', 'tni', 'jalan', 'raya', 'boyolali', 'jalan', 'provinsi', 'jalab', 'tni', 'kepala', 'satu', 'telepon', 'kasatlantas', 'tangkap', 'langgar', 'lalulintas', 'hukum', 'lintas', 'hajar', 'luka', 'parah', 'mana', 'empati', 'buzerr', 'mas', 'hajar', 'rawan', 'kemanusian', 'warga', 'sipil', 'hakim', 'oknum', 'tni', 'keji', 'tindak', 'semanamena', 'tolong', 'tementemen', 'empati', 'kawal', 'biar', 'ulang', 'timpa', 'mana', 'terimakasih']",buzzerr manusia ramairamai bela oknum tni hajar rawan ironi dukung benar tindak oknum tni ya urat nadi manusia partai politik milik anggota legislatif kuat daerah kampanye model parade pakai knalpot brong pakai mobil buka bawa alat musik calegcaleg sambut uforia pesta demokrasi basis dapilnya pdip gerindragolkarpkbpkspan lai anggap jamak lumrah tradisi pilih caleg presiden an tangkap polisi satlantas motor dibkandangin pajak mati surat calegnya kasih uang ganti rugi kader kena tilang motor tahan kalo jadi boyolali dukung bela tni kejam moral minggat garagara nomor rekening masuk aparat netral rangkai ritual manusia mana oknum tni markas boyolali keras kemarin jenguk korban bilang tuju seret masuk markas hajar bancaan luka berat korban sadar sore kemarin tugas tni jalan raya boyolali jalan provinsi jalab tni kepala satu telepon kasatlantas tangkap langgar lalulintas hukum lintas hajar luka parah mana empati buzerr mas hajar rawan kemanusian warga sipil hakim oknum tni keji tindak semanamena tolong tementemen empati kawal biar ulang timpa mana terimakasih,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Politik,Pertahanan dan Keamanan
281,281,TXT0282,"Dengan Ganjar-Mahfud, kota-kota akan menjadi magnet ekonomi yang menarik investasi. @asmaulbinmaul Happy New Year 
#GanjarMahfud2024
#GanjarMahfudM3nang
#L3bihbaik https://t.co/7EED1hNolM",kotakota magnet ekonomi menarik investasi asmaulbinmaul happy new year,"['kotakota', 'magnet', 'ekonomi', 'menarik', 'investasi', 'asmaulbinmaul', 'happy', 'new', 'year']","['kotakota', 'magnet', 'ekonomi', 'menarik', 'investasi', 'asmaulbinmaul', 'happy', 'new', 'year']","['kotakota', 'magnet', 'ekonomi', 'tarik', 'investasi', 'asmaulbinmaul', 'happy', 'new', 'year']",kotakota magnet ekonomi tarik investasi asmaulbinmaul happy new year,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi
282,282,TXT0283,"Sebut Gaza Dilindas karena Tak Punya Kekuatan Militer, Prabowo Dianggap Tanpa Empati https://t.co/q9ZWTZ59j4 [RE OposisiCerdas]",gaza dilindas kekuatan militer dianggap empati,"['gaza', 'dilindas', 'kekuatan', 'militer', 'dianggap', 'empati']","['gaza', 'dilindas', 'kekuatan', 'militer', 'dianggap', 'empati']","['gaza', 'lindas', 'kuat', 'militer', 'anggap', 'empati']",gaza lindas kuat militer anggap empati,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Politik,Pertahanan dan Keamanan
283,283,TXT0284,"PENTINGNYA ETIKA

Momen pendukung Prabowo Gibran teriak mengumpat di acara debat capres 2024 https://t.co/FwQnkM9COm [RE MuhiqR]",etikamomen pendukung teriak mengumpat acara debat,"['etikamomen', 'pendukung', 'teriak', 'mengumpat', 'acara', 'debat']","['etikamomen', 'pendukung', 'teriak', 'mengumpat', 'acara', 'debat']","['etikamomen', 'dukung', 'teriak', 'umpat', 'acara', 'debat']",etikamomen dukung teriak umpat acara debat,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
284,284,TXT0285,"Di Debat Ketiga, Capres Prabowo Subianto Optimis Utang Luar ... - Industry https://t.co/lCsV2Sipvs #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan",debat ketiga subianto optimis utang industry indonesiakuatindonesiamaju,"['debat', 'ketiga', 'subianto', 'optimis', 'utang', 'industry', 'indonesiakuatindonesiamaju']","['debat', 'ketiga', 'subianto', 'optimis', 'utang', 'industry', 'indonesiakuatindonesiamaju']","['debat', 'tiga', 'subianto', 'optimis', 'utang', 'industry', 'indonesiakuatindonesiamaju']",debat tiga subianto optimis utang industry indonesiakuatindonesiamaju,Ekonomi,Politik,Ekonomi,Ekonomi,Politik,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi
285,285,TXT0286,Pasangan Duet Capres Cawapres Ganjar Pranowo  dan Prof Mahfud MD lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk Indonesia!JN18A #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/UAAdjTL1zA,pasangan duet cawapres prof md fokus bikin regulasi hukum bikin investor mikir kali masuk jnk,"['pasangan', 'duet', 'cawapres', 'prof', 'md', 'fokus', 'bikin', 'regulasi', 'hukum', 'bikin', 'investor', 'mikir', 'kali', 'masuk', 'jnk']","['pasangan', 'duet', 'cawapres', 'prof', 'md', 'fokus', 'bikin', 'regulasi', 'hukum', 'bikin', 'investor', 'mikir', 'kali', 'masuk', 'jnk']","['pasang', 'duet', 'cawapres', 'prof', 'md', 'fokus', 'bikin', 'regulasi', 'hukum', 'bikin', 'investor', 'mikir', 'kali', 'masuk', 'jnk']",pasang duet cawapres prof md fokus bikin regulasi hukum bikin investor mikir kali masuk jnk,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi,Ekonomi,Ekonomi,Ideologi,Politik,Politik,Ekonomi
286,286,TXT0287,"Ganjar-Mahfud bikin kebijakan pro kesejahteraan APH tas tes @ramdhanistwn_ 
#GanjarMahfudM3nangDebat
#GanjarMahfud2024
#Coblos3 https://t.co/jM03yzz3le",bikin kebijakan pro kesejahteraan aph tas tes ramdhanistwn,"['bikin', 'kebijakan', 'pro', 'kesejahteraan', 'aph', 'tas', 'tes', 'ramdhanistwn']","['bikin', 'kebijakan', 'pro', 'kesejahteraan', 'aph', 'tas', 'tes', 'ramdhanistwn']","['bikin', 'bijak', 'pro', 'sejahtera', 'aph', 'tas', 'tes', 'ramdhanistwn']",bikin bijak pro sejahtera aph tas tes ramdhanistwn,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
287,287,TXT0288,"Suasana kebangsaan yang penuh semangat tercipta di Sholawat Kebangsaan Ganjar-Mahfud di Kota Solo ketika ribuan masyarakat bersatu dalam menyanyikan lagu kebangsaan Indonesia Raya. #GanjarMahfud2024
#JawaTengah Jawa tengah Jateng https://t.co/1vzr9EzuUv",suasana kebangsaan penuh semangat tercipta sholawat kebangsaan kota solo ribuan masyarakat bersatu menyanyikan lagu kebangsaan indonesia raya jawa jateng,"['suasana', 'kebangsaan', 'penuh', 'semangat', 'tercipta', 'sholawat', 'kebangsaan', 'kota', 'solo', 'ribuan', 'masyarakat', 'bersatu', 'menyanyikan', 'lagu', 'kebangsaan', 'indonesia', 'raya', 'jawa', 'jateng']","['suasana', 'kebangsaan', 'penuh', 'semangat', 'tercipta', 'sholawat', 'kebangsaan', 'kota', 'solo', 'ribuan', 'masyarakat', 'bersatu', 'menyanyikan', 'lagu', 'kebangsaan', 'indonesia', 'raya', 'jawa', 'jateng']","['suasana', 'bangsa', 'penuh', 'semangat', 'cipta', 'sholawat', 'bangsa', 'kota', 'solo', 'ribu', 'masyarakat', 'satu', 'nyanyi', 'lagu', 'bangsa', 'indonesia', 'raya', 'jawa', 'jateng']",suasana bangsa penuh semangat cipta sholawat bangsa kota solo ribu masyarakat satu nyanyi lagu bangsa indonesia raya jawa jateng,Politik,Demografi,Politik,Politik,Sosial Budaya,Ideologi,Politik,Politik,Politik,Ideologi,Politik,Politik
288,288,TXT0289,"Ganjar Pranowo 03 menjadikan pelayanan publik efisien dan transparan. Kita bangun bersama, menuju pemerintahan yang lebih baik. #GanjarPranowoPilihanUmat",menjadikan pelayanan publik efisien transparan bangun pemerintahan,"['menjadikan', 'pelayanan', 'publik', 'efisien', 'transparan', 'bangun', 'pemerintahan']","['menjadikan', 'pelayanan', 'publik', 'efisien', 'transparan', 'bangun', 'pemerintahan']","['jadi', 'layan', 'publik', 'efisien', 'transparan', 'bangun', 'perintah']",jadi layan publik efisien transparan bangun perintah,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
289,289,TXT0290,"@SimanjuntakElly Berantas korupsi seminimal mungkin demi kemajuan dan kesejahteraan rakyat Indonesia, dukung dan menangkan GANJAR-MAHFUD di pilpres 2024 Ã°ÂŸÂ¤ÂŸÃ°ÂŸÂ¤ÂŸ [RE tigadhewa]",simanjuntakelly berantas korupsi seminimal kemajuan kesejahteraan rakyat indonesia dukung menangkan pilpres,"['simanjuntakelly', 'berantas', 'korupsi', 'seminimal', 'kemajuan', 'kesejahteraan', 'rakyat', 'indonesia', 'dukung', 'menangkan', 'pilpres']","['simanjuntakelly', 'berantas', 'korupsi', 'seminimal', 'kemajuan', 'kesejahteraan', 'rakyat', 'indonesia', 'dukung', 'menangkan', 'pilpres']","['simanjuntakelly', 'berantas', 'korupsi', 'minimal', 'maju', 'sejahtera', 'rakyat', 'indonesia', 'dukung', 'menang', 'pilpres']",simanjuntakelly berantas korupsi minimal maju sejahtera rakyat indonesia dukung menang pilpres,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
